Protein ID, FB Eelgrass , PG Eelgrass , CI Eelgrass , SK Eelgrass , FB Bare , PG Bare , CI Bare , SK Bare , WB Bare ,Ave Eelgrass,Ave Bare,,,
cds.comp133993_c0_seq1|m.22229, 0.0036 , 0.0015 , 0.0017 , 0.0014 , 0.0046 , 0.0031 , 0.0021 , 0.0021 , 0.0024 , 0.0020 , 0.0029 ,,,
cds.comp133993_c0_seq2|m.22230, 0.0036 , 0.0015 , 0.0017 , 0.0014 , 0.0046 , 0.0031 , 0.0021 , 0.0021 , 0.0024 , 0.0020 , 0.0029 ,,,
cds.comp133993_c0_seq3|m.22231, 0.0036 , 0.0015 , 0.0017 , 0.0014 , 0.0046 , 0.0031 , 0.0021 , 0.0021 , 0.0024 , 0.0020 , 0.0029 ,,,
cds.comp134011_c0_seq1|m.22271, 0.0691 , 0.0925 , 0.0628 , 0.0650 , 0.0417 , 0.0563 , 0.1811 , 0.0918 , 0.0408 , 0.0724 , 0.0823 ,,,
cds.comp134037_c0_seq1|m.22302, 0.0016 , 0.0010 , 0.0011 , 0.0009 , 0.0013 , 0.0031 , 0.0006 , 0.0010 , 0.0014 , 0.0012 , 0.0015 ,,,
cds.comp134037_c0_seq2|m.22304, 0.0016 , 0.0010 , 0.0011 , 0.0009 , 0.0013 , 0.0031 , 0.0006 , 0.0010 , 0.0014 , 0.0012 , 0.0015 ,,,
cds.comp134038_c0_seq1|m.22306, 0.0618 , 0.0664 , 0.0503 , 0.0452 , 0.0450 , 0.0808 , 0.0511 , 0.0506 , 0.0426 , 0.0559 , 0.0540 ,,,
cds.comp134041_c0_seq1|m.22309, 0.0594 , 0.0002 , 0.0000 , 0.0002 , 0.0001 , 0.0001 , 0.0001 , 0.0002 , 0.0001 , 0.0150 , 0.0001 ,,,
cds.comp134041_c0_seq2|m.22310, 0.0594 , 0.0002 , 0.0000 , 0.0002 , 0.0001 , 0.0001 , 0.0001 , 0.0002 , 0.0001 , 0.0150 , 0.0001 ,,,
cds.comp134045_c4_seq1|m.22315, 0.0480 , 0.0320 , 0.0375 , 0.0745 , 0.0535 , 0.1117 , 0.0549 , 0.0196 , 0.0395 , 0.0480 , 0.0559 ,,,
cds.comp134045_c4_seq2|m.22316, 0.0480 , 0.0320 , 0.0375 , 0.0745 , 0.0535 , 0.1117 , 0.0549 , 0.0196 , 0.0395 , 0.0480 , 0.0559 ,,,
cds.comp134045_c4_seq4|m.22317, 0.0156 , 0.0105 , 0.0047 , 0.0453 , 0.0125 , 0.0205 , 0.0114 , 0.0060 , 0.0086 , 0.0190 , 0.0118 ,,,
cds.comp134048_c5_seq1|m.22324, 0.0324 , 0.0449 , 0.0317 , 0.0313 , 0.0172 , 0.0358 , 0.0264 , 0.0320 , 0.0264 , 0.0351 , 0.0276 ,,,
cds.comp134048_c5_seq6|m.22326, 0.0324 , 0.0449 , 0.0317 , 0.0313 , 0.0172 , 0.0358 , 0.0264 , 0.0320 , 0.0264 , 0.0351 , 0.0276 ,,,
cds.comp134055_c2_seq1|m.22339, 0.0041 , 0.0014 , 0.0008 , 0.0006 , 0.0008 , 0.0019 , 0.0002 , 0.0009 , 0.0055 , 0.0017 , 0.0019 ,,,
cds.comp134063_c0_seq2|m.22352, 0.0066 , 0.0082 , 0.0042 , 0.0079 , 0.0037 , 0.0098 , 0.0059 , 0.0051 , 0.0034 , 0.0067 , 0.0056 ,,,
cds.comp134070_c0_seq1|m.22359, 0.1144 , 0.1132 , 0.0967 , 0.1137 , 0.0947 , 0.1755 , 0.1089 , 0.1114 , 0.1222 , 0.1095 , 0.1226 ,,,
cds.comp134070_c0_seq2|m.22361, 0.1144 , 0.1132 , 0.0967 , 0.1137 , 0.0947 , 0.1755 , 0.1089 , 0.1114 , 0.1222 , 0.1095 , 0.1226 ,,,
cds.comp134070_c0_seq3|m.22363, 0.3308 , 0.3410 , 0.3062 , 0.3754 , 0.3400 , 0.4998 , 0.3693 , 0.3550 , 0.3392 , 0.3383 , 0.3807 ,,,
cds.comp134070_c0_seq4|m.22366, 0.3308 , 0.3410 , 0.3062 , 0.3754 , 0.3400 , 0.4998 , 0.3693 , 0.3550 , 0.3392 , 0.3383 , 0.3807 ,,,
cds.comp134089_c2_seq1|m.22389, 0.0301 , 0.0209 , 0.0165 , 0.0180 , 0.0253 , 0.0320 , 0.0175 , 0.0143 , 0.0174 , 0.0214 , 0.0213 ,,,
cds.comp134105_c0_seq1|m.22398, 0.0001 , 0.0102 , 0.0007 , 0.0390 , 0.0558 , 0.0075 , 0.0032 , 0.0030 , 0.0057 , 0.0125 , 0.0151 ,,,
cds.comp134114_c0_seq1|m.22402, 0.0127 , 0.0112 , 0.0037 , 0.0049 , 0.0077 , 0.0127 , 0.0054 , 0.0077 , 0.0122 , 0.0081 , 0.0091 ,,,
cds.comp134123_c0_seq1|m.22416, 0.0078 , 0.0138 , 0.0022 , 0.0167 , 0.0100 , 0.0109 , 0.0080 , 0.0090 , 0.0130 , 0.0101 , 0.0102 ,,,
cds.comp134123_c0_seq2|m.22417, 0.0211 , 0.0319 , 0.0139 , 0.0261 , 0.0135 , 0.0245 , 0.0066 , 0.0118 , 0.0264 , 0.0232 , 0.0166 ,,,
cds.comp134156_c0_seq1|m.22475, 0.0037 , 0.0034 , 0.0019 , 0.0016 , 0.0016 , 0.0059 , 0.0010 , 0.0021 , 0.0003 , 0.0026 , 0.0022 ,,,
cds.comp134156_c0_seq2|m.22477, 0.0037 , 0.0034 , 0.0019 , 0.0016 , 0.0016 , 0.0059 , 0.0010 , 0.0021 , 0.0003 , 0.0026 , 0.0022 ,,,
cds.comp134165_c0_seq1|m.22483, 0.0206 , 0.0153 , 0.0254 , 0.0139 , 0.0048 , 0.0176 , 0.0183 , 0.0224 , 0.0206 , 0.0188 , 0.0167 ,,,
cds.comp134173_c1_seq1|m.22484, 0.0169 , 0.0085 , 0.0050 , 0.0069 , 0.0010 , 0.0155 , 0.0121 , 0.0093 , 0.0072 , 0.0093 , 0.0090 ,,,
cds.comp134173_c1_seq2|m.22485, 0.0169 , 0.0085 , 0.0050 , 0.0069 , 0.0010 , 0.0155 , 0.0121 , 0.0093 , 0.0072 , 0.0093 , 0.0090 ,,,
cds.comp134173_c1_seq3|m.22486, 0.0169 , 0.0085 , 0.0050 , 0.0069 , 0.0010 , 0.0155 , 0.0121 , 0.0093 , 0.0072 , 0.0093 , 0.0090 ,,,
cds.comp134173_c1_seq4|m.22487, 0.0169 , 0.0085 , 0.0050 , 0.0069 , 0.0010 , 0.0155 , 0.0121 , 0.0093 , 0.0072 , 0.0093 , 0.0090 ,,,
cds.comp134174_c0_seq2|m.22489, 0.0000 , 0.0008 , 0.0023 , 0.0005 , 0.0006 , 0.0011 , 0.0002 , 0.0051 , 0.0000 , 0.0009 , 0.0014 ,,,
cds.comp134185_c0_seq1|m.22491, 0.0042 , 0.0124 , 0.0029 , 0.0225 , 0.0177 , 0.0135 , 0.0005 , 0.0035 , 0.0020 , 0.0105 , 0.0075 ,,,
cds.comp134185_c0_seq2|m.22492, 0.0042 , 0.0124 , 0.0029 , 0.0225 , 0.0177 , 0.0135 , 0.0005 , 0.0035 , 0.0020 , 0.0105 , 0.0075 ,,,
cds.comp134185_c1_seq1|m.22493, 0.0000 , 0.0000 , 0.0023 , 0.0001 , 0.0001 , 0.0001 , 0.0001 , 0.0000 , 0.0001 , 0.0006 , 0.0001 ,,,
cds.comp134200_c0_seq1|m.22516, 0.1754 , 0.1432 , 0.1395 , 0.0993 , 0.1484 , 0.1197 , 0.1369 , 0.1036 , 0.1447 , 0.1393 , 0.1307 ,,,
cds.comp134200_c0_seq3|m.22517, 0.3361 , 0.3007 , 0.2771 , 0.1869 , 0.3029 , 0.2380 , 0.2499 , 0.2105 , 0.2883 , 0.2752 , 0.2579 ,,,
cds.comp134214_c0_seq1|m.22545, 0.0041 , 0.0057 , 0.0063 , 0.0022 , 0.0071 , 0.0075 , 0.0048 , 0.0035 , 0.0065 , 0.0046 , 0.0059 ,,,
cds.comp134214_c1_seq1|m.22546, 0.0205 , 0.0135 , 0.0085 , 0.0103 , 0.0189 , 0.0143 , 0.0095 , 0.0108 , 0.0105 , 0.0132 , 0.0128 ,,,
cds.comp134214_c1_seq3|m.22547, 0.0205 , 0.0135 , 0.0085 , 0.0103 , 0.0189 , 0.0143 , 0.0095 , 0.0108 , 0.0105 , 0.0132 , 0.0128 ,,,
cds.comp134214_c1_seq5|m.22548, 0.0205 , 0.0135 , 0.0085 , 0.0103 , 0.0189 , 0.0143 , 0.0095 , 0.0108 , 0.0105 , 0.0132 , 0.0128 ,,,
cds.comp134214_c1_seq7|m.22549, 0.0205 , 0.0135 , 0.0085 , 0.0103 , 0.0189 , 0.0143 , 0.0095 , 0.0108 , 0.0105 , 0.0132 , 0.0128 ,,,
cds.comp134221_c0_seq1|m.22556, 0.0040 , 0.0017 , 0.0004 , 0.0087 , 0.0161 , 0.0047 , 0.0067 , 0.0090 , 0.0052 , 0.0037 , 0.0083 ,,,
cds.comp134221_c0_seq2|m.22558, 0.0057 , 0.0047 , 0.0035 , 0.0182 , 0.0347 , 0.0069 , 0.0113 , 0.0150 , 0.0075 , 0.0080 , 0.0151 ,,,
cds.comp134222_c0_seq1|m.22560, 0.5843 , 0.6941 , 0.5724 , 0.4625 , 0.4991 , 0.6211 , 0.5025 , 0.4156 , 0.5165 , 0.5783 , 0.5110 ,,,
cds.comp134222_c1_seq1|m.22561, 0.2305 , 0.3235 , 0.2143 , 0.1998 , 0.2107 , 0.2487 , 0.2005 , 0.2072 , 0.2294 , 0.2420 , 0.2193 ,,,
cds.comp134251_c0_seq1|m.22591, 0.0031 , 0.0040 , 0.0058 , 0.0016 , 0.0072 , 0.0048 , 0.0038 , 0.0051 , 0.0026 , 0.0036 , 0.0047 ,,,
cds.comp134251_c0_seq2|m.22592, 0.0031 , 0.0040 , 0.0058 , 0.0016 , 0.0072 , 0.0048 , 0.0038 , 0.0051 , 0.0026 , 0.0036 , 0.0047 ,,,
cds.comp134255_c0_seq1|m.22593, 0.0006 , 0.0048 , 0.0040 , 0.0029 , 0.0110 , 0.0061 , 0.0058 , 0.0021 , 0.0027 , 0.0031 , 0.0055 ,,,
cds.comp134255_c0_seq2|m.22594, 0.0006 , 0.0048 , 0.0040 , 0.0029 , 0.0110 , 0.0061 , 0.0058 , 0.0021 , 0.0027 , 0.0031 , 0.0055 ,,,
cds.comp134259_c0_seq1|m.22599, 0.0005 , 0.0007 , 0.0025 , 0.0016 , 0.0011 , 0.0049 , 0.0008 , 0.0002 , 0.0005 , 0.0013 , 0.0015 ,,,
cds.comp134259_c0_seq2|m.22600, 0.0005 , 0.0007 , 0.0025 , 0.0016 , 0.0011 , 0.0049 , 0.0008 , 0.0002 , 0.0005 , 0.0013 , 0.0015 ,,,
cds.comp134259_c0_seq3|m.22601, 0.0005 , 0.0007 , 0.0025 , 0.0016 , 0.0011 , 0.0049 , 0.0008 , 0.0002 , 0.0005 , 0.0013 , 0.0015 ,,,
cds.comp134259_c0_seq4|m.22602, 0.0005 , 0.0007 , 0.0025 , 0.0016 , 0.0011 , 0.0049 , 0.0008 , 0.0002 , 0.0005 , 0.0013 , 0.0015 ,,,
cds.comp134261_c0_seq1|m.22603, 0.0111 , 0.0010 , 0.0055 , 0.0054 , 0.0000 , 0.0035 , 0.0029 , 0.0052 , 0.0043 , 0.0058 , 0.0032 ,,,
cds.comp134261_c1_seq1|m.22604, 0.0034 , 0.0028 , 0.0044 , 0.0025 , 0.0007 , 0.0026 , 0.0063 , 0.0032 , 0.0031 , 0.0033 , 0.0032 ,,,
cds.comp134261_c1_seq2|m.22605, 0.0062 , 0.0043 , 0.0056 , 0.0041 , 0.0052 , 0.0050 , 0.0052 , 0.0039 , 0.0037 , 0.0050 , 0.0046 ,,,
cds.comp134261_c1_seq2|m.22606, 0.0034 , 0.0028 , 0.0044 , 0.0025 , 0.0007 , 0.0026 , 0.0063 , 0.0032 , 0.0031 , 0.0033 , 0.0032 ,,,
cds.comp134261_c3_seq1|m.22607, 0.0004 , 0.0025 , 0.0010 , 0.0038 , 0.0033 , 0.0019 , 0.0046 , 0.0001 , 0.0028 , 0.0019 , 0.0025 ,,,
cds.comp134261_c3_seq2|m.22608, 0.0004 , 0.0025 , 0.0010 , 0.0038 , 0.0033 , 0.0019 , 0.0046 , 0.0001 , 0.0028 , 0.0019 , 0.0025 ,,,
cds.comp134266_c0_seq1|m.22616, 0.0015 , 0.0001 , 0.0008 , 0.0013 , 0.0011 , 0.0009 , 0.0003 , 0.0002 , 0.0015 , 0.0009 , 0.0008 ,,,
cds.comp134266_c0_seq2|m.22617, 0.0015 , 0.0001 , 0.0008 , 0.0013 , 0.0011 , 0.0009 , 0.0003 , 0.0002 , 0.0015 , 0.0009 , 0.0008 ,,,
cds.comp134267_c0_seq2|m.22619, 0.0145 , 0.0155 , 0.0036 , 0.0131 , 0.0020 , 0.0148 , 0.0071 , 0.0085 , 0.0161 , 0.0117 , 0.0097 ,,,
cds.comp134267_c0_seq4|m.22621, 0.0145 , 0.0155 , 0.0036 , 0.0131 , 0.0020 , 0.0148 , 0.0071 , 0.0085 , 0.0161 , 0.0117 , 0.0097 ,,,
cds.comp134267_c0_seq5|m.22622, 0.0145 , 0.0155 , 0.0036 , 0.0131 , 0.0020 , 0.0148 , 0.0071 , 0.0085 , 0.0161 , 0.0117 , 0.0097 ,,,
cds.comp134275_c0_seq1|m.22631, 0.0151 , 0.0043 , 0.0087 , 0.0053 , 0.0014 , 0.0223 , 0.0024 , 0.0054 , 0.0030 , 0.0084 , 0.0069 ,,,
cds.comp134275_c0_seq2|m.22632, 0.0040 , 0.0022 , 0.0021 , 0.0015 , 0.0000 , 0.0043 , 0.0019 , 0.0021 , 0.0021 , 0.0024 , 0.0021 ,,,
cds.comp134276_c0_seq1|m.22633, 0.2939 , 0.3292 , 0.0873 , 0.2862 , 0.3050 , 0.2916 , 0.1577 , 0.1984 , 0.3184 , 0.2491 , 0.2542 ,,,
cds.comp134280_c1_seq1|m.22640, 1.0487 , 1.0515 , 0.8082 , 1.0151 , 1.0348 , 0.9764 , 0.9309 , 0.8883 , 0.9523 , 0.9809 , 0.9565 ,,,
cds.comp134298_c0_seq1|m.22656, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq10|m.22664, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq11|m.22665, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq12|m.22666, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq2|m.22657, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq3|m.22658, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq4|m.22659, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq5|m.22660, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq6|m.22661, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq7|m.22662, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134298_c0_seq9|m.22663, 0.0028 , 0.0012 , 0.0035 , 0.0003 , 0.0001 , 0.0005 , 0.0038 , 0.0042 , 0.0043 , 0.0019 , 0.0026 ,,,
cds.comp134318_c0_seq1|m.22672, 0.0755 , 0.0581 , 0.0477 , 0.0336 , 0.0581 , 0.0839 , 0.0402 , 0.0658 , 0.0471 , 0.0537 , 0.0590 ,,,
cds.comp134318_c0_seq2|m.22673, 0.0755 , 0.0581 , 0.0477 , 0.0336 , 0.0581 , 0.0839 , 0.0402 , 0.0658 , 0.0471 , 0.0537 , 0.0590 ,,,
cds.comp134318_c0_seq3|m.22674, 0.0755 , 0.0581 , 0.0477 , 0.0336 , 0.0581 , 0.0839 , 0.0402 , 0.0658 , 0.0471 , 0.0537 , 0.0590 ,,,
cds.comp134318_c0_seq4|m.22675, 0.0755 , 0.0581 , 0.0477 , 0.0336 , 0.0581 , 0.0839 , 0.0402 , 0.0658 , 0.0471 , 0.0537 , 0.0590 ,,,
cds.comp134322_c0_seq1|m.22676, 0.0161 , 0.0202 , 0.0419 , 0.0234 , 0.0074 , 0.0191 , 0.0433 , 0.0429 , 0.0372 , 0.0254 , 0.0300 ,,,
cds.comp134323_c0_seq1|m.22678, 0.0390 , 0.0138 , 0.0416 , 0.0445 , 0.0181 , 0.0244 , 0.0303 , 0.0253 , 0.0154 , 0.0347 , 0.0227 ,,,
cds.comp134335_c0_seq2|m.22684, 0.0015 , 0.0041 , 0.0052 , 0.0025 , 0.0011 , 0.0017 , 0.0049 , 0.0015 , 0.0017 , 0.0033 , 0.0022 ,,,
cds.comp134335_c0_seq3|m.22686, 0.0015 , 0.0041 , 0.0052 , 0.0025 , 0.0011 , 0.0017 , 0.0049 , 0.0015 , 0.0017 , 0.0033 , 0.0022 ,,,
cds.comp134369_c1_seq1|m.22721, 0.2203 , 0.2260 , 0.2449 , 0.1845 , 0.1077 , 0.2006 , 0.2795 , 0.2036 , 0.1658 , 0.2189 , 0.1914 ,,,
cds.comp134369_c1_seq2|m.22722, 0.2203 , 0.2260 , 0.2449 , 0.1845 , 0.1077 , 0.2006 , 0.2795 , 0.2036 , 0.1658 , 0.2189 , 0.1914 ,,,
cds.comp134369_c1_seq3|m.22723, 0.1198 , 0.1272 , 0.1366 , 0.1001 , 0.0534 , 0.1078 , 0.1659 , 0.1095 , 0.0966 , 0.1209 , 0.1067 ,,,
cds.comp134369_c1_seq5|m.22724, 0.1198 , 0.1272 , 0.1366 , 0.1001 , 0.0534 , 0.1078 , 0.1659 , 0.1095 , 0.0966 , 0.1209 , 0.1067 ,,,
cds.comp134374_c0_seq2|m.22731, 0.0544 , 0.0302 , 0.0234 , 0.0080 , 0.0092 , 0.0230 , 0.0209 , 0.0235 , 0.0304 , 0.0290 , 0.0214 ,,,
cds.comp134374_c0_seq4|m.22733, 0.0544 , 0.0302 , 0.0234 , 0.0080 , 0.0092 , 0.0230 , 0.0209 , 0.0235 , 0.0304 , 0.0290 , 0.0214 ,,,
cds.comp134387_c0_seq1|m.22758, 0.0219 , 0.0329 , 0.0135 , 0.0198 , 0.0320 , 0.0253 , 0.0061 , 0.0118 , 0.0047 , 0.0220 , 0.0160 ,,,
cds.comp134400_c0_seq3|m.22790, 0.0057 , 0.0112 , 0.0114 , 0.0036 , 0.0086 , 0.0114 , 0.0016 , 0.0016 , 0.0102 , 0.0080 , 0.0067 ,,,
cds.comp134400_c0_seq4|m.22791, 0.0057 , 0.0112 , 0.0114 , 0.0036 , 0.0086 , 0.0114 , 0.0016 , 0.0016 , 0.0102 , 0.0080 , 0.0067 ,,,
cds.comp134418_c0_seq1|m.22812, 0.0008 , 0.0050 , 0.0016 , 0.0014 , 0.0042 , 0.0025 , 0.0001 , 0.0002 , 0.0031 , 0.0022 , 0.0020 ,,,
cds.comp134432_c0_seq1|m.22820, 0.0046 , 0.0018 , 0.0030 , 0.0067 , 0.0161 , 0.0029 , 0.0098 , 0.0071 , 0.0027 , 0.0040 , 0.0077 ,,,
cds.comp134451_c0_seq2|m.22850, 0.3874 , 0.6205 , 0.7277 , 0.5864 , 0.4322 , 0.5829 , 0.8646 , 0.8028 , 0.5878 , 0.5805 , 0.6541 ,,,
cds.comp134451_c0_seq3|m.22851, 0.3874 , 0.6205 , 0.7277 , 0.5864 , 0.4322 , 0.5829 , 0.8646 , 0.8028 , 0.5878 , 0.5805 , 0.6541 ,,,
cds.comp134451_c0_seq7|m.22852, 0.0333 , 0.0573 , 0.0639 , 0.0690 , 0.0455 , 0.0506 , 0.0836 , 0.1070 , 0.0709 , 0.0559 , 0.0715 ,,,
cds.comp134451_c0_seq8|m.22853, 0.0333 , 0.0573 , 0.0639 , 0.0690 , 0.0455 , 0.0506 , 0.0836 , 0.1070 , 0.0709 , 0.0559 , 0.0715 ,,,
cds.comp134452_c0_seq1|m.22854, 0.1960 , 0.1974 , 0.1742 , 0.2889 , 0.2026 , 0.1994 , 0.2966 , 0.2318 , 0.2555 , 0.2141 , 0.2372 ,,,
cds.comp134452_c0_seq2|m.22855, 0.1456 , 0.0965 , 0.1534 , 0.1786 , 0.0554 , 0.1549 , 0.2450 , 0.2000 , 0.1964 , 0.1435 , 0.1703 ,,,
cds.comp134452_c0_seq3|m.22856, 0.3965 , 0.4326 , 0.4296 , 0.5910 , 0.3640 , 0.4133 , 0.6114 , 0.5310 , 0.5127 , 0.4624 , 0.4865 ,,,
cds.comp134452_c0_seq4|m.22857, 0.7920 , 0.7262 , 0.8483 , 0.8841 , 0.5217 , 0.8579 , 1.0525 , 0.9551 , 0.8758 , 0.8126 , 0.8526 ,,,
cds.comp134452_c0_seq5|m.22858, 0.5650 , 0.5108 , 0.5837 , 0.6214 , 0.3345 , 0.6132 , 0.7644 , 0.6909 , 0.6305 , 0.5702 , 0.6067 ,,,
cds.comp134452_c0_seq6|m.22859, 0.0812 , 0.0600 , 0.0877 , 0.0864 , 0.0318 , 0.0780 , 0.1151 , 0.0969 , 0.0964 , 0.0788 , 0.0836 ,,,
cds.comp134452_c0_seq7|m.22860, 0.5285 , 0.4756 , 0.5408 , 0.5757 , 0.3100 , 0.5766 , 0.7194 , 0.6513 , 0.5913 , 0.5302 , 0.5697 ,,,
cds.comp134452_c1_seq1|m.22861, 0.1419 , 0.1290 , 0.1474 , 0.1208 , 0.1157 , 0.1450 , 0.1309 , 0.1683 , 0.1582 , 0.1348 , 0.1436 ,,,
cds.comp134455_c0_seq1|m.22865, 0.0021 , 0.0043 , 0.0014 , 0.0013 , 0.0023 , 0.0034 , 0.0013 , 0.0025 , 0.0021 , 0.0023 , 0.0023 ,,,
cds.comp134455_c0_seq2|m.22866, 0.0021 , 0.0043 , 0.0014 , 0.0013 , 0.0023 , 0.0034 , 0.0013 , 0.0025 , 0.0021 , 0.0023 , 0.0023 ,,,
cds.comp134458_c0_seq2|m.22867, 0.0003 , 0.0004 , 0.0021 , 0.0023 , 0.0000 , 0.0023 , 0.0081 , 0.0071 , 0.0033 , 0.0013 , 0.0042 ,,,
cds.comp134468_c0_seq2|m.22880, 0.0085 , 0.0130 , 0.0121 , 0.0080 , 0.0149 , 0.0152 , 0.0157 , 0.0091 , 0.0118 , 0.0104 , 0.0134 ,,,
cds.comp134468_c0_seq3|m.22881, 0.0085 , 0.0130 , 0.0121 , 0.0080 , 0.0149 , 0.0152 , 0.0157 , 0.0091 , 0.0118 , 0.0104 , 0.0134 ,,,
cds.comp134477_c0_seq1|m.22891, 0.0200 , 0.0140 , 0.0200 , 0.0233 , 0.0128 , 0.0290 , 0.0312 , 0.0252 , 0.0231 , 0.0193 , 0.0243 ,,,
cds.comp134477_c0_seq2|m.22892, 0.0200 , 0.0140 , 0.0200 , 0.0233 , 0.0128 , 0.0290 , 0.0312 , 0.0252 , 0.0231 , 0.0193 , 0.0243 ,,,
cds.comp134483_c0_seq1|m.22898, 0.8628 , 0.7540 , 0.7499 , 0.7594 , 1.2765 , 0.6679 , 0.7191 , 0.7101 , 0.6993 , 0.7815 , 0.8146 ,,,
cds.comp134483_c0_seq2|m.22899, 0.8628 , 0.7540 , 0.7499 , 0.7594 , 1.2765 , 0.6679 , 0.7191 , 0.7101 , 0.6993 , 0.7815 , 0.8146 ,,,
cds.comp134489_c1_seq2|m.22902, 0.1551 , 0.0961 , 0.1166 , 0.0746 , 0.1190 , 0.0802 , 0.1240 , 0.1118 , 0.1357 , 0.1106 , 0.1142 ,,,
cds.comp134541_c0_seq1|m.22952, 0.0030 , 0.0027 , 0.0024 , 0.0013 , 0.0012 , 0.0013 , 0.0022 , 0.0014 , 0.0013 , 0.0023 , 0.0015 ,,,
cds.comp134552_c0_seq1|m.22978, 0.0097 , 0.0090 , 0.0082 , 0.0082 , 0.0111 , 0.0114 , 0.0097 , 0.0094 , 0.0087 , 0.0088 , 0.0101 ,,,
cds.comp134552_c1_seq3|m.22981, 0.0549 , 0.0411 , 0.0376 , 0.0561 , 0.0574 , 0.0600 , 0.0578 , 0.0559 , 0.0566 , 0.0474 , 0.0575 ,,,
cds.comp134552_c1_seq5|m.22982, 0.0549 , 0.0411 , 0.0376 , 0.0561 , 0.0574 , 0.0600 , 0.0578 , 0.0559 , 0.0566 , 0.0474 , 0.0575 ,,,
cds.comp134552_c1_seq7|m.22983, 0.0549 , 0.0411 , 0.0376 , 0.0561 , 0.0574 , 0.0600 , 0.0578 , 0.0559 , 0.0566 , 0.0474 , 0.0575 ,,,
cds.comp134552_c1_seq8|m.22984, 0.0549 , 0.0411 , 0.0376 , 0.0561 , 0.0574 , 0.0600 , 0.0578 , 0.0559 , 0.0566 , 0.0474 , 0.0575 ,,,
cds.comp134572_c0_seq1|m.23000, 0.0065 , 0.0081 , 0.0161 , 0.0118 , 0.0040 , 0.0054 , 0.0237 , 0.0287 , 0.0179 , 0.0106 , 0.0159 ,,,
cds.comp134572_c0_seq11|m.23019, 0.0065 , 0.0081 , 0.0161 , 0.0118 , 0.0040 , 0.0054 , 0.0237 , 0.0287 , 0.0179 , 0.0106 , 0.0159 ,,,
cds.comp134572_c0_seq12|m.23021, 0.0397 , 0.0721 , 0.1256 , 0.1015 , 0.0402 , 0.0896 , 0.1465 , 0.1577 , 0.1103 , 0.0847 , 0.1089 ,,,
cds.comp134572_c0_seq14|m.23025, 0.0196 , 0.0138 , 0.0360 , 0.0270 , 0.0096 , 0.0167 , 0.0523 , 0.0508 , 0.0367 , 0.0241 , 0.0332 ,,,
cds.comp134572_c0_seq15|m.23028, 0.0078 , 0.0113 , 0.0494 , 0.0423 , 0.0175 , 0.0090 , 0.0468 , 0.0667 , 0.0378 , 0.0277 , 0.0356 ,,,
cds.comp134572_c0_seq3|m.23002, 0.0142 , 0.0169 , 0.0523 , 0.0395 , 0.0247 , 0.0179 , 0.0725 , 0.0594 , 0.0532 , 0.0307 , 0.0455 ,,,
cds.comp134572_c0_seq4|m.23004, 0.0143 , 0.0514 , 0.0660 , 0.0556 , 0.0211 , 0.0632 , 0.0685 , 0.0949 , 0.0558 , 0.0468 , 0.0607 ,,,
cds.comp134572_c0_seq5|m.23007, 0.0019 , 0.0019 , 0.0126 , 0.0088 , 0.0112 , 0.0028 , 0.0230 , 0.0187 , 0.0176 , 0.0063 , 0.0147 ,,,
cds.comp134572_c0_seq6|m.23008, 0.0397 , 0.0721 , 0.1256 , 0.1015 , 0.0402 , 0.0896 , 0.1465 , 0.1577 , 0.1103 , 0.0847 , 0.1089 ,,,
