GeoID,GO,Ave Eelgrass ,Ave Bare,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116654_c0_seq1,translation [GO:0006412],0.107648,0.110631,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116684_c0_seq1,oxidation-reduction process [GO:0055114],0.056428,0.053639,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116716_c0_seq1,,0.041617,0.025052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116727_c0_seq1,glycolytic process [GO:0006096],1.647665,1.5985,GO:0006096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116764_c0_seq2,"cytoplasmic microtubule organization [GO:0031122]; learning [GO:0007612]; memory [GO:0007613]; negative regulation of synaptic transmission, glutamatergic [GO:0051967]; positive regulation of receptor internalization [GO:0002092]",0.003121,0.00476,GO:0031122,GO:0007612,GO:0007613,GO:0051967,GO:0002092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116818_c0_seq2,signal peptide processing [GO:0006465],0.034835,0.029077,GO:0006465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116848_c0_seq1,carboxylic acid metabolic process [GO:0019752],0.00428,0.002882,GO:0019752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116869_c0_seq1,nucleosome assembly [GO:0006334],0.538237,0.452507,GO:0006334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116887_c0_seq1,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]; RNA processing [GO:0006396]; tRNA 3'-trailer cleavage, exonucleolytic [GO:0034415]; U5 snRNA 3'-end processing [GO:0034476]",0.016541,0.00975,GO:0000467,GO:0006396,GO:0034415,GO:0034476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116887_c0_seq2,,0.016541,0.00975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp116890_c1_seq1,protein dephosphorylation [GO:0006470],0.000942,0.001316,GO:0006470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117049_c0_seq2,"endothelial cell proliferation [GO:0001935]; transcription, DNA-templated [GO:0006351]; vasculature development [GO:0001944]",0.00529,0.004885,GO:0001935,GO:0006351,GO:0001944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117151_c0_seq1,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; morphogenesis of embryonic epithelium [GO:0016331]; nematode male tail tip morphogenesis [GO:0045138],0.023455,0.029261,GO:0007156,GO:0016331,GO:0045138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117151_c1_seq1,"calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell morphogenesis involved in differentiation [GO:0000904]; cell proliferation [GO:0008283]; equator specification [GO:0045317]; establishment of cell polarity [GO:0030010]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; establishment of tissue polarity [GO:0007164]; eye morphogenesis [GO:0048592]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; imaginal disc-derived leg morphogenesis [GO:0007480]; imaginal disc-derived wing morphogenesis [GO:0007476]; microtubule cytoskeleton organization involved in establishment of planar polarity [GO:0090176]; ommatidial rotation [GO:0016318]; peptide cross-linking [GO:0018149]; regulation of establishment of planar polarity [GO:0090175]; regulation of tube length, open tracheal system [GO:0035159]; single organismal cell-cell adhesion [GO:0016337]; wing disc pattern formation [GO:0035222]",0.01401,0.017889,GO:0016339,GO:0044331,GO:0000904,GO:0008283,GO:0045317,GO:0030010,GO:0045198,GO:0001737,GO:0042067,GO:0001736,GO:0007164,GO:0048592,GO:0007157,GO:0007156,GO:0007480,GO:0007476,GO:0090176,GO:0016318,GO:0018149,GO:0090175,GO:0035159,GO:0016337,GO:0035222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117240_c0_seq2,"chemical synaptic transmission [GO:0007268]; glycine import [GO:0036233]; synaptic transmission, glycinergic [GO:0060012]; transport [GO:0006810]",0.077254,0.080562,GO:0007268,GO:0036233,GO:0060012,GO:0006810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117243_c1_seq2,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787]; regulation of proteolysis [GO:0030162],0.007062,0.004208,GO:0043161,GO:0042787,GO:0030162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117331_c0_seq1,cellular zinc ion homeostasis [GO:0006882]; zinc II ion transmembrane transport [GO:0071577],0.010778,0.012952,GO:0006882,GO:0071577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117346_c2_seq1,N-terminal peptidyl-methionine acetylation [GO:0017196],0.002223,0.003037,GO:0017196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117383_c0_seq1,"actin filament bundle retrograde transport [GO:0061573]; axonogenesis [GO:0007409]; Cdc42 protein signal transduction [GO:0032488]; cytoplasmic actin-based contraction involved in cell motility [GO:0060327]; endoplasmic reticulum polarization [GO:0061163]; netrin-activated signaling pathway [GO:0038007]; positive regulation of axon extension [GO:0045773]; positive regulation of neuron migration [GO:2001224]; Ras protein signal transduction [GO:0007265]; regulation of establishment of cell polarity [GO:2000114]; substrate-dependent cell migration, cell extension [GO:0006930]",0.006884,0.006546,GO:0061573,GO:0007409,GO:0032488,GO:0060327,GO:0061163,GO:0038007,GO:0045773,GO:2001224,GO:0007265,GO:2000114,GO:0006930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117390_c0_seq1,activation of MAPKK activity involved in osmosensory signaling pathway [GO:0000168]; MAPK cascade involved in osmosensory signaling pathway [GO:0000161]; stress-activated MAPK cascade [GO:0051403]; stress-activated protein kinase signaling cascade [GO:0031098],0.025458,0.028216,GO:0000168,GO:0000161,GO:0051403,GO:0031098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117390_c0_seq2,cellular response to organic cyclic compound [GO:0071407]; dendritic spine development [GO:0060996]; execution phase of apoptosis [GO:0097194]; negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis [GO:2001271]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of apoptotic process [GO:0043065]; positive regulation of extrinsic apoptotic signaling pathway [GO:2001238]; protein autophosphorylation [GO:0046777],0.035359,0.038381,GO:0071407,GO:0060996,GO:0097194,GO:2001271,GO:0018105,GO:0043065,GO:2001238,GO:0046777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117402_c0_seq2,cholesterol metabolic process [GO:0008203]; ER-associated ubiquitin-dependent protein catabolic process [GO:0030433],0.130962,0.11898,GO:0008203,GO:0030433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117455_c0_seq1,phototransduction [GO:0007602]; visual perception [GO:0007601],0.038012,0.033744,GO:0007602,GO:0007601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117504_c0_seq1,"apical junction assembly [GO:0043297]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell cycle [GO:0007049]; cell division [GO:0051301]; epithelial cell migration [GO:0010631]; intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of cytokinesis [GO:0032467]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of viral genome replication [GO:0045070]; protein phosphorylation [GO:0006468]; regulation of cell motility [GO:2000145]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]",0.003473,0.003732,GO:0043297,GO:0006915,GO:0007155,GO:0007049,GO:0051301,GO:0010631,GO:0035556,GO:0018105,GO:0032467,GO:0045931,GO:0045070,GO:0006468,GO:2000145,GO:0006355,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117559_c0_seq1,cell division [GO:0051301]; G2/M transition of mitotic cell cycle [GO:0000086]; mitotic nuclear division [GO:0007067],0.006428,0.005287,GO:0051301,GO:0000086,GO:0007067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117600_c0_seq1,,0.020978,0.025461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117638_c0_seq1,cell projection organization [GO:0030030]; microtubule-based movement [GO:0007018],0.074657,0.083997,GO:0030030,GO:0007018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117649_c0_seq1,cell cycle [GO:0007049]; cell differentiation [GO:0030154]; positive regulation of protein binding [GO:0032092]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; single fertilization [GO:0007338]; spermatogenesis [GO:0007283],0.044693,0.045151,GO:0007049,GO:0030154,GO:0032092,GO:0045944,GO:0007338,GO:0007283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117661_c0_seq2,cellular response to hypoxia [GO:0071456]; peptide catabolic process [GO:0043171]; positive regulation of protein targeting to mitochondrion [GO:1903955]; protein polyubiquitination [GO:0000209],0.003464,0.004498,GO:0071456,GO:0043171,GO:1903955,GO:0000209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117801_c0_seq1,,0.131537,0.12783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117893_c0_seq2,,0.002265,0.006393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117922_c0_seq1,,0.072655,0.080803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117923_c0_seq1,cilium assembly [GO:0042384]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; outer dynein arm assembly [GO:0036158]; sperm motility [GO:0030317],0.041097,0.037707,GO:0042384,GO:0003341,GO:0007368,GO:0007507,GO:0021670,GO:0036158,GO:0030317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117923_c2_seq2,cilium assembly [GO:0042384]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; outer dynein arm assembly [GO:0036158]; sperm motility [GO:0030317],0.029232,0.02566,GO:0042384,GO:0003341,GO:0007368,GO:0007507,GO:0021670,GO:0036158,GO:0030317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117971_c3_seq1,cytoplasmic microtubule organization [GO:0031122]; microtubule severing [GO:0051013],0.102969,0.099242,GO:0031122,GO:0051013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp117982_c0_seq1,"associative learning [GO:0008306]; axon guidance [GO:0007411]; brain development [GO:0007420]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cell morphogenesis involved in differentiation [GO:0000904]; central nervous system development [GO:0007417]; cerebral cortex development [GO:0021987]; cerebral cortex tangential migration [GO:0021800]; dendrite development [GO:0016358]; forebrain development [GO:0030900]; glial cell differentiation [GO:0010001]; hippocampus development [GO:0021766]; lateral motor column neuron migration [GO:0097477]; layer formation in cerebral cortex [GO:0021819]; learning [GO:0007612]; long-term memory [GO:0007616]; long-term synaptic potentiation [GO:0060291]; modulation of synaptic transmission [GO:0050804]; neuron migration [GO:0001764]; NMDA glutamate receptor clustering [GO:0097114]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate selective glutamate receptor activity [GO:2000969]; positive regulation of CREB transcription factor activity [GO:0032793]; positive regulation of dendritic spine morphogenesis [GO:0061003]; positive regulation of excitatory postsynaptic potential [GO:2000463]; positive regulation of lateral motor column neuron migration [GO:1902078]; positive regulation of long-term synaptic potentiation [GO:1900273]; positive regulation of neuron projection development [GO:0010976]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein tyrosine kinase activity [GO:0061098]; positive regulation of small GTPase mediated signal transduction [GO:0051057]; positive regulation of synapse maturation [GO:0090129]; positive regulation of synaptic transmission, glutamatergic [GO:0051968]; positive regulation of TOR signaling [GO:0032008]; postsynaptic density assembly [GO:0097107]; postsynaptic density protein 95 clustering [GO:0097119]; protein localization to synapse [GO:0035418]; receptor localization to synapse [GO:0097120]; reelin-mediated signaling pathway [GO:0038026]; regulation of behavior [GO:0050795]; regulation of gene expression [GO:0010468]; regulation of N-methyl-D-aspartate selective glutamate receptor activity [GO:2000310]; response to pain [GO:0048265]; spinal cord patterning [GO:0021511]; ventral spinal cord development [GO:0021517]",0.009526,0.010255,GO:0008306,GO:0007411,GO:0007420,GO:0007155,GO:0016477,GO:0000904,GO:0007417,GO:0021987,GO:0021800,GO:0016358,GO:0030900,GO:0010001,GO:0021766,GO:0097477,GO:0021819,GO:0007612,GO:0007616,GO:0060291,GO:0050804,GO:0001764,GO:0097114,GO:0018108,GO:2000969,GO:0032793,GO:0061003,GO:2000463,GO:1902078,GO:1900273,GO:0010976,GO:0050731,GO:0014068,GO:0045860,GO:0061098,GO:0051057,GO:0090129,GO:0051968,GO:0032008,GO:0097107,GO:0097119,GO:0035418,GO:0097120,GO:0038026,GO:0050795,GO:0010468,GO:2000310,GO:0048265,GO:0021511,GO:0021517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118001_c0_seq1,cell redox homeostasis [GO:0045454]; oxidation-reduction process [GO:0055114],0.00203,0.001515,GO:0045454,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118012_c0_seq1,bile acid metabolic process [GO:0008206]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; cholesterol transport [GO:0030301]; lysosomal transport [GO:0007041]; protein glycosylation [GO:0006486],0.004678,0.013992,GO:0008206,GO:0042632,GO:0008203,GO:0030301,GO:0007041,GO:0006486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118363_c0_seq1,natural killer cell mediated immunity [GO:0002228],0.086372,0.098063,GO:0002228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118533_c0_seq1,,0.028618,0.038347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118539_c0_seq1,endoplasmic reticulum organization [GO:0007029]; ER to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; positive regulation of organelle organization [GO:0010638]; protein transport [GO:0015031],0.028043,0.035594,GO:0007029,GO:0006888,GO:0007030,GO:0010638,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118601_c4_seq1,actin cytoskeleton reorganization [GO:0031532]; actin filament capping [GO:0051693]; axon guidance [GO:0007411]; ER to Golgi vesicle-mediated transport [GO:0006888]; MAPK cascade [GO:0000165],0.014222,0.01321,GO:0031532,GO:0051693,GO:0007411,GO:0006888,GO:0000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118611_c1_seq1,,0.00941,0.009153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118611_c1_seq3,,0.00941,0.009153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118727_c0_seq3,autophagy [GO:0006914]; central nervous system development [GO:0007417]; colon epithelial cell migration [GO:0061580]; metabolic process [GO:0008152]; positive regulation of neuron projection development [GO:0010976]; regulation of epithelial cell migration [GO:0010632]; response to estrogen [GO:0043627]; response to methylmercury [GO:0051597]; response to nutrient [GO:0007584]; response to pH [GO:0009268],0.0035,0.00521,GO:0006914,GO:0007417,GO:0061580,GO:0008152,GO:0010976,GO:0010632,GO:0043627,GO:0051597,GO:0007584,GO:0009268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118727_c0_seq4,metabolic process [GO:0008152],0.0035,0.00521,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118827_c0_seq1,iron-sulfur cluster assembly [GO:0016226],0.008778,0.004824,GO:0016226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118827_c1_seq1,,0.002768,0.003523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118877_c1_seq2,"chromatin modification [GO:0016568]; chromatin silencing [GO:0006342]; dosage compensation [GO:0007549]; establishment of protein localization to chromatin [GO:0071169]; negative regulation of cell cycle G2/M phase transition [GO:1902750]; negative regulation of histone H3-K27 methylation [GO:0061086]; negative regulation of histone H3-K4 methylation [GO:0051572]; negative regulation of histone phosphorylation [GO:0033128]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter [GO:1901837]; nucleosome assembly [GO:0006334]; positive regulation of gene expression, epigenetic [GO:0045815]; positive regulation of keratinocyte differentiation [GO:0045618]; regulation of histone methylation [GO:0031060]; regulation of lipid metabolic process [GO:0019216]",0.179559,0.188412,GO:0016568,GO:0006342,GO:0007549,GO:0071169,GO:1902750,GO:0061086,GO:0051572,GO:0033128,GO:0000122,GO:1901837,GO:0006334,GO:0045815,GO:0045618,GO:0031060,GO:0019216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118887_c0_seq1,prenylated protein catabolic process [GO:0030327]; prenylcysteine catabolic process [GO:0030328],0.000904,0.001528,GO:0030327,GO:0030328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118897_c0_seq1,biosynthetic process [GO:0009058]; sphingolipid metabolic process [GO:0006665],0.043479,0.028534,GO:0009058,GO:0006665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118963_c0_seq2,,0.025335,0.017431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118965_c1_seq1,cell adhesion [GO:0007155]; sprouting angiogenesis [GO:0002040],0.005798,0.013353,GO:0007155,GO:0002040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp118984_c0_seq1,defense response to virus [GO:0051607],0.012153,0.013484,GO:0051607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp119007_c0_seq1,actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; barbed-end actin filament capping [GO:0051016]; cilium morphogenesis [GO:0060271],0.267517,0.215711,GO:0051014,GO:0045010,GO:0051016,GO:0060271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp119007_c1_seq1,actin filament capping [GO:0051693]; actin filament fragmentation [GO:0030043]; actin filament polymerization [GO:0030041]; actin filament severing [GO:0051014]; actin nucleation [GO:0045010]; multicellular organism development [GO:0007275],0.542135,0.449866,GO:0051693,GO:0030043,GO:0030041,GO:0051014,GO:0045010,GO:0007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
