NormProtAreaAgg.Protein.Name	bareCaseInlet	bareFidalgoBay	barePortGamble	bareSkokomishRiver	bareWillapaBay	eelgrassCaseInlet	eelgrassFidalgoBay	eelgrassPortGamble	eelgrassSkokomishRiver
comp131808_c0_seq1	0.14683804	0.082252953	0.1686486	0.133996939	0.111329872	0.144539415	0.154568281	0.184344814	0.109293084
comp131819_c0_seq1	0.006605112	0.010087479	0.008501149	0.005962798	0.00607768	0.007218476	0.008262224	0.010508184	0.005613925
comp131821_c0_seq1	0.015997344	0.010039045	0.009312518	0.015451855	0.020169813	0.015205453	0.012112124	0.010210896	0.013510868
comp131821_c0_seq3	0.003964789	0.004824498	0.008603054	0.001566598	0.007056864	0.005696992	0.009037964	0.001164458	0.039497718
comp131848_c1_seq1	0.000953362	0.031384612	0.000207264	0.000570129	0.000808414	0.069195684	0.023527768	0.000212682	0.00232893
comp131872_c1_seq1	0.003448959	0.007350341	0.014636493	0.002125354	0.008097092	0.001428993	0.00739877	0.006128182	0.004040975
comp131874_c0_seq1	0.31330288	0.31235402	0.564994924	0.355729415	0.190907454	0.32936602	0.36520797	0.358208317	0.306078372
comp131874_c0_seq3	0.406916702	0.442509238	0.738639815	0.467918758	0.250371322	0.462829438	0.479632465	0.497447599	0.391978666
comp131874_c0_seq4	0.31330288	0.31235402	0.564994924	0.355729415	0.190907454	0.32936602	0.36520797	0.358208317	0.306078372
comp131879_c0_seq1	7.297e-06	0.004106877	0.00208237	0.003063225	0.000871148	0.000117597	0.003762091	0.000172118	0.002169701
comp131895_c0_seq1	0.015287898	0.01763786	0.02299393	0.016262786	0.01425256	0.010106655	0.023256436	0.019558075	0.015034868
comp131895_c1_seq1	0.020301883	0.045490827	0.03959607	0.028596799	0.019761584	0.025903214	0.038471093	0.035209399	0.023706534
comp131899_c1_seq1	0.002853779	2.7139e-05	0.002664443	0.002375571	0.002034754	0.001856228	0.003074525	0.001864992	0.001189707
comp131912_c0_seq1	0.010212454	0.009580173	0.005294144	0.005909101	0.009633927	0.004456798	0.006829931	0.01346608	0.008231847
comp131912_c0_seq2	0.007018276	0.006369944	0.001413667	0.005892478	0.005877105	0.00439327	0.006825513	0.008214217	0.004278971
comp131918_c2_seq1	0.077060392	0.045074887	0.028156005	0.082811748	0.039223392	0.064337712	0.033313613	0.032420156	0.081539439
comp131920_c0_seq1	0.088282685	0.072764703	0.094499011	0.15030243	0.082977679	0.011787935	0.109354036	0.208879216	0.030458707
comp131927_c0_seq1	0.003848249	0.000603394	0.006943687	0.000738054	0.004420276	0.0019486	0.007874616	0.004666335	0.003838855
comp131927_c1_seq1	0.003405062	0.003172318	0.001106236	0.004239962	0.006659949	0.005629707	0.007226261	0.001042492	0.003976695
comp131947_c0_seq2	0.003118647	0.010379147	0.005376238	0.007665213	0.007239566	0.003602044	0.00495442	0.003536783	0.006275027
comp131951_c0_seq1	0.003249965	0.002656275	0.005641856	0.002122082	0.002697855	0.003340203	0.008059581	0.003695841	0.004160302
comp131954_c0_seq1	0.342954414	0.475330372	0.704835924	0.48965382	0.282123764	0.434530077	0.505450636	0.607072834	0.376120344
comp131955_c0_seq1	0.010623439	0.056989148	0.062286975	0.034951562	0.035341898	0.046695643	0.052862829	0.052319938	0.03805929
comp131976_c0_seq2	1.362e-05	0.001327045	2.444e-05	0.000166746	7.442e-06	5.7318e-05	2.5447e-05	2.5981e-05	0.000532708
comp131976_c0_seq3	1.362e-05	0.001327045	2.444e-05	0.000166746	7.442e-06	5.7318e-05	2.5447e-05	2.5981e-05	0.000532708
comp131976_c0_seq5	1.362e-05	0.001327045	2.444e-05	0.000166746	7.442e-06	5.7318e-05	2.5447e-05	2.5981e-05	0.000532708
comp131976_c0_seq6	1.362e-05	0.001327045	2.444e-05	0.000166746	7.442e-06	5.7318e-05	2.5447e-05	2.5981e-05	0.000532708
comp132012_c0_seq4	0.001904683	0.000141469	0.00021803	0.001059553	0.000961927	0.001035186	0.000832732	0.00100701	0.001365755
comp132012_c0_seq5	0.001904683	0.000141469	0.00021803	0.001059553	0.000961927	0.001035186	0.000832732	0.00100701	0.001365755
comp132014_c0_seq1	0.00048868	0.004712455	0.005455446	0.001970283	0.003033943	0.002563086	0.000259368	0.004036972	0.001878479
comp132016_c0_seq1	0.479943489	0.690204944	0.622259663	0.498479487	0.369634242	0.604205667	0.598890347	0.596628633	0.474892141
comp132039_c0_seq1	0.01092585	8.476e-06	3.4238e-05	3.174e-05	5.016e-06	0.004240422	0.001621272	0.008471777	0.002189485
comp132045_c0_seq1	0.078471736	0.053880331	0.095097602	0.060375429	0.057907614	0.073560877	0.077672954	0.081749303	0.063283478
comp132049_c0_seq1	0.061123759	0.15641558	0.156074229	0.056462925	0.075732955	0.065975406	0.132217321	0.146116152	0.011788175
comp132060_c1_seq1	0.010255971	0.015390766	0.024055875	0.009230919	0.004334764	0.016683299	0.016062075	0.018702884	0.011674633
comp132076_c0_seq1	0.007532151	0.013275823	0.018365766	0.009640797	0.007897218	0.011368943	0.01777775	0.018066913	0.013295657
comp132076_c0_seq2	0.060676061	0.027057044	0.00039342	0.001556295	0.001822113	0.034465552	0.087566023	0.005137318	0.007582399
comp132076_c0_seq2	0.005882724	0.004540236	0.010815473	0.006699258	0.00476024	0.006708569	0.013164196	0.01041925	0.009619385
comp132076_c0_seq3	0.060676061	0.027057044	0.00039342	0.001556295	0.001822113	0.034465552	0.087566023	0.005137318	0.007582399
comp132076_c0_seq3	0.01226811	0.004574464	0.012829071	0.007965924	0.005079145	0.008298519	0.015532027	0.014841394	0.014172295
comp132076_c0_seq4	0.060676061	0.027057044	0.00039342	0.001556295	0.001822113	0.034465552	0.087566023	0.005137318	0.007582399
comp132076_c0_seq5	0.060676061	0.027057044	0.00039342	0.001556295	0.001822113	0.034465552	0.087566023	0.005137318	0.007582399
comp132076_c0_seq5	0.006385386	3.4228e-05	0.002013598	0.001266666	0.000318905	0.00158995	0.002367831	0.004422144	0.00455291
comp132094_c1_seq1	0.001803039	0.00153327	0.002815996	0.002283907	0.00194526	0.001644356	0.002482186	0.002814067	0.003190101
comp132099_c0_seq1	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq11	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq12	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq13	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq3	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq4	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq5	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132099_c0_seq8	0.006743729	0.003056223	0.007108974	0.005403141	0.006157889	0.005555352	0.005977853	0.00346591	0.005989846
comp132104_c0_seq1	0.002356399	0.008064815	0.007489472	0.003793131	0.001556843	0.003218114	0.005588183	0.005381823	0.003182689
comp132104_c0_seq2	0.002356399	0.008064815	0.007489472	0.003793131	0.001556843	0.003218114	0.005588183	0.005381823	0.003182689
comp132104_c0_seq3	0.002356399	0.008064815	0.007489472	0.003793131	0.001556843	0.003218114	0.005588183	0.005381823	0.003182689
comp132105_c0_seq1	0.140845868	0.179886849	0.183968104	0.124911441	0.132227874	0.236745446	0.268501683	0.163379024	0.156975791
comp132105_c0_seq2	0.140845868	0.179886849	0.183968104	0.124911441	0.132227874	0.236745446	0.268501683	0.163379024	0.156975791
comp132109_c0_seq1	0.0074801	0.040403569	0.017586748	0.014497878	0.008699144	0.020623143	0.024745786	0.015325658	0.035546531
comp132115_c0_seq1	0.042051385	0.03733624	0.019995519	0.0336124	0.011873822	0.033169719	0.047192971	0.032434892	0.017718038
comp132120_c1_seq1	0.001800289	0.000155515	0.003406797	0.000998786	0.001876387	0.004393176	0.002507037	0.001493238	0.00189195
comp132180_c1_seq1	0.005234413	0.00870774	0.004002665	0.005279477	0.00439025	0.002721405	0.004376074	0.005511724	0.006502995
comp132180_c1_seq2	0.005234413	0.00870774	0.004002665	0.005279477	0.00439025	0.002721405	0.004376074	0.005511724	0.006502995
comp132185_c0_seq1	0.001511318	0.044322031	0.00163209	0.000498789	4.7544e-05	0.002035891	0.001513671	0.003092713	0.001305304
comp132185_c0_seq2	0.001511318	0.044322031	0.00163209	0.000498789	4.7544e-05	0.002035891	0.001513671	0.003092713	0.001305304
comp132187_c0_seq1	0.001270701	0.007777614	2.5043e-05	0	1.3259e-05	0	1.9826e-05	0.014302688	0.002482949
comp132187_c0_seq2	0.001270701	0.007777614	2.5043e-05	0	1.3259e-05	0	1.9826e-05	0.014302688	0.002482949
comp132187_c0_seq3	0.001270701	0.007777614	2.5043e-05	0	1.3259e-05	0	1.9826e-05	0.014302688	0.002482949
comp132187_c0_seq4	0.001270701	0.007777614	2.5043e-05	0	1.3259e-05	0	1.9826e-05	0.014302688	0.002482949
comp132187_c0_seq5	0.001270701	0.007777614	2.5043e-05	0	1.3259e-05	0	1.9826e-05	0.014302688	0.002482949
comp132206_c0_seq1	0.068292798	0.038656257	0.039045345	0.063916013	0.072963607	0.022968803	0.058960107	0.038525989	0.062273078
comp132206_c0_seq3	0.068292798	0.038656257	0.039045345	0.063916013	0.072963607	0.022968803	0.058960107	0.038525989	0.062273078
comp132209_c0_seq1	4.113354722	7.890125188	6.890530574	4.632575884	3.936003447	5.309612636	5.858400413	5.871625303	4.117863918
comp132209_c0_seq2	4.113354722	7.890125188	6.890530574	4.632575884	3.936003447	5.309612636	5.858400413	5.871625303	4.117863918
comp132211_c0_seq1	0.000619577	0.006388141	0.00108396	0.000622789	0.000724071	0.016496102	0.00306283	0.000737558	0.000673898
comp132248_c0_seq1	0.168211977	0.279111194	0.238725237	0.198937343	0.163498681	0.232876522	0.248357297	0.258789333	0.211017099
comp132266_c0_seq2	0.909423903	1.131110918	0.91824515	0.930225572	0.986019771	1.168477172	1.138816158	1.059962353	0.92744745
comp132266_c0_seq4	0.909423903	1.131110918	0.91824515	0.930225572	0.986019771	1.168477172	1.138816158	1.059962353	0.92744745
comp132267_c1_seq1	0.003480547	3.0443e-05	0.00136276	0.000366694	0.001443616	0.000199581	0.002226794	0.001101961	0.001062565
comp132268_c0_seq1	0.366761717	0.180355489	0.404293367	0.364559545	0.498573711	0.224816769	0.212917459	0.478625056	0.265757229
comp132282_c0_seq1	0.199813815	0.158538863	0.178493925	0.18378615	0.155034025	0.182374225	0.165216279	0.153079044	0.179267413
comp132282_c0_seq3	0.239520874	0.216951739	0.220314148	0.237981031	0.198160598	0.221552905	0.200763551	0.183613969	0.223216283
comp132289_c1_seq1	0.000720974	0.001737908	0.000246986	0.000396996	0.000323122	0.000698628	0.000605692	0.000569052	0.001167607
comp132296_c1_seq1	0.099186545	0.049490275	0.114800154	0.1180474	0.096615485	0.100721222	0.126078281	0.127726945	0.088469037
comp132299_c0_seq1	0.020020128	0.009894704	0.02331493	0.022116364	0.01271777	0.013025002	0.023292783	0.023787513	0.025417981
comp132299_c0_seq2	0.033639018	0.022380413	0.03014739	0.034438084	0.017934502	0.021730091	0.038167685	0.039133726	0.035527777
comp132308_c0_seq3	0.003937766	5.716e-05	0.000194341	0.000175068	8.76e-05	0.000121264	0.000195051	0.000143597	0.000120713
comp132308_c0_seq4	0.003937766	5.716e-05	0.000194341	0.000175068	8.76e-05	0.000121264	0.000195051	0.000143597	0.000120713
comp132314_c0_seq1	1.298496412	1.851819462	1.57952943	1.777984362	1.557464489	1.502599337	1.679000115	1.57546545	2.078208621
comp132317_c0_seq1	1.60477163	0.89126778	0.859498895	1.798527476	1.092444683	1.464152848	0.736287565	1.049713053	1.223067031
comp132319_c0_seq1	0.067295198	0.058126396	0.079863522	0.071226592	0.10238095	0.024866901	0.080118158	0.096820767	0.096204699
comp132319_c0_seq2	0.015635668	0.008769397	0.014916119	0.017577602	0.017001602	0.006287126	0.011573133	0.0187218	0.016768
comp132325_c0_seq1	1.510317636	1.819756592	1.584404263	1.508323338	1.217997748	1.368967432	1.46958743	1.335200216	1.580745985
comp132325_c0_seq2	1.510317636	1.819756592	1.584404263	1.508323338	1.217997748	1.368967432	1.46958743	1.335200216	1.580745985
comp132329_c0_seq1	0.070076289	0.062932481	0.085762224	0.062580628	0.131941512	0.062726307	0.052115894	0.039760122	0.094193937
comp132358_c0_seq1	0.657970691	0.402835174	0.134025062	0.437473236	0.47961757	0.672674679	0.388404323	0.205516093	0.57594361
comp132358_c0_seq2	0.8612563	0.480210739	0.171083591	0.543546053	0.630042068	0.876264783	0.459598861	0.253382082	0.738857852
comp132366_c0_seq1	0.006586574	0.001230288	0.006043766	0.023459488	0.000873944	0.006785775	0.001057449	0.001743438	0.00131941
comp132372_c0_seq1	0.019558245	0.03591015	0.022671329	0.018287986	0.016883712	0.01346748	0.020335988	0.040094309	0.036159143
comp132380_c1_seq12	0.001472537	0.002225508	0.001647652	0.001537379	0.001584274	4.5501e-05	0.001458191	0.001508745	0.000963211
comp132380_c2_seq1	0.001449665	0.000614196	0.001518096	0.001719895	0.00069834	0.00077411	0.001820825	0.002920007	0.001397315
comp132380_c2_seq2	0.001449665	0.000614196	0.001518096	0.001719895	0.00069834	0.00077411	0.001820825	0.002920007	0.001397315
comp132404_c2_seq1	0.000700001	0.003256135	0.003924207	0.000815314	0.000581262	0.001740427	0.002866287	0.002051377	0.000280028
comp132409_c0_seq1	0.016149429	0.00027959	0.004819947	0.00644033	0.004413826	0.00610559	0.005575361	0.006083249	0.01066513
comp132409_c0_seq2	0.016149429	0.00027959	0.004819947	0.00644033	0.004413826	0.00610559	0.005575361	0.006083249	0.01066513
comp132426_c0_seq1	0.000533024	0.00929503	0.008579546	0.003540503	0.000469616	0.000398632	0.000496054	0.004814206	0.002550825
comp132445_c0_seq1	0.000253508	0.000106084	0.006685001	0.004002979	0.000388156	0.000538249826923077	0.010316407	0.0004791	0.002822269
comp132454_c0_seq2	0.009084888	0.00270423	0.029455002	0.022866572	0.005245247	0.013723619	0.013531167	0.023285049	0.033432303
comp132454_c0_seq3	0.009084888	0.00270423	0.029455002	0.022866572	0.005245247	0.013723619	0.013531167	0.023285049	0.033432303
comp132473_c0_seq2	0.000341304	0.002299695	0.000792906	0.000251479	0.000461934	0.00384725	0.000429679	0.002675494	0.000417319
comp132526_c0_seq1	0.014864786	6.503e-05	0.010488637	0.001015097	0.001474351	0.009544112	0.010861665	1.2735e-05	0.002599654
comp132528_c1_seq10	0.003225556	0.006529213	0.006540432	0.003365245	0.004861145	0.000257595	0.006595733	0.004562449	0.007413756
comp132528_c1_seq11	0.009438902	0.011472866	0.00320463	0.004467104	0.01303111	0.00660614	0.009429668	0.007337826	0.012706802
comp132528_c1_seq13	0.003225556	0.006529213	0.006540432	0.003365245	0.004861145	0.000257595	0.006595733	0.004562449	0.007413756
comp132528_c1_seq14	0.009438902	0.011472866	0.00320463	0.004467104	0.01303111	0.00660614	0.009429668	0.007337826	0.012706802
comp132528_c1_seq15	0.003225556	0.006529213	0.006540432	0.003365245	0.004861145	0.000257595	0.006595733	0.004562449	0.007413756
comp132528_c1_seq2	0.009438902	0.011472866	0.00320463	0.004467104	0.01303111	0.00660614	0.009429668	0.007337826	0.012706802
comp132528_c1_seq5	0.003225556	0.006529213	0.006540432	0.003365245	0.004861145	0.000257595	0.006595733	0.004562449	0.007413756
comp132528_c1_seq8	0.009438902	0.011472866	0.00320463	0.004467104	0.01303111	0.00660614	0.009429668	0.007337826	0.012706802
comp132528_c1_seq9	0.003225556	0.006529213	0.006540432	0.003365245	0.004861145	0.000257595	0.006595733	0.004562449	0.007413756
comp132531_c0_seq1	0.114824307	0.093178518	0.167613609	0.096213169	0.089959564	0.119878646	0.120813417	0.160255628	0.110468992
comp132536_c1_seq1	0.851874949	0.630494001	1.015449138	1.065891146	0.697605488	0.931076488	0.65896201	1.150068868	0.878101367
comp132536_c1_seq4	0.851874949	0.630494001	1.015449138	1.065891146	0.697605488	0.931076488	0.65896201	1.150068868	0.878101367
comp132560_c0_seq1	0.004236336	0.009659063	0.011432485	0.006353269	0.006135268	0.006095554	0.008915015	0.010690947	0.005290863
comp132560_c0_seq2	0.013730227	0.036332657	0.02346454	0.013110084	0.011877523	0.019443912	0.017054938	0.016654638	0.012412014
comp132560_c0_seq3	0.017966563	0.04599172	0.034897025	0.019463353	0.018012791	0.025539466	0.025969953	0.027345585	0.017702877
comp132565_c0_seq1	0.04478851	0.020809281	0.071998796	0.031310802	0.071414256	0.031878549	0.072716845	0.065996457	0.053095887
comp132571_c0_seq1	0.022915437	0.094692369	0.04555596	0.01876503	0.003681294	0.088229653	0.055126444	0.040525727	0.007407182
comp132580_c0_seq1	0.078219505	0.086350648	0.16100836	0.069294969	0.112573069	0.052311151	0.133341808	0.079757399	0.060674987
comp132584_c0_seq1	3.228939834	3.062645979	1.668895234	3.28124616	2.360089879	2.814590997	1.421370658	2.002335435	2.539478045
comp132584_c0_seq2	1.947660909	1.273395514	1.157520326	2.10554861	1.449093667	1.771823569	1.013564894	1.335581381	1.582659091
comp132584_c0_seq3	3.032061235	2.874898659	1.47731063	3.085703318	2.195645269	2.684697772	1.276430561	1.816931776	2.340829379
comp132584_c0_seq4	3.100679234	3.005878811	1.498233948	3.151468011	2.230684893	2.777651058	1.336287389	1.903238512	2.44724087
comp132584_c0_seq5	1.75078231	1.085648194	0.965935722	1.910005768	1.284649057	1.641930344	0.868624797	1.150177722	1.384010425
comp132584_c0_seq6	3.297557833	3.193626131	1.689818552	3.347010853	2.395129503	2.907544283	1.481227486	2.088642171	2.645889536
comp132587_c0_seq1	0.01216023	0.002210451	0.060650215	0.074467879	0.009276921	0.076157279	0.05558233	0.013193661	0.067585528
comp132587_c0_seq3	0.01216023	0.002210451	0.060650215	0.074467879	0.009276921	0.076157279	0.05558233	0.013193661	0.067585528
comp132597_c0_seq1	0.160186428	0.275440601	0.10014653	0.079538861	0.059661517	0.167850769	0.042541423	0.181144612	0.229234085
comp132598_c0_seq1	0.152057879	0.301789814	0.539247676	0.368352402	0.265617536	0.265594104	0.430438024	0.461169948	0.340023504
comp132601_c0_seq1	3.2282e-05	5.8195e-05	0.001092169	4.1962e-05	0.001333427	0.0022548	0.003080405	0.00168814	0.003129708
comp132601_c0_seq6	3.2282e-05	5.8195e-05	0.001092169	4.1962e-05	0.001333427	0.0022548	0.003080405	0.00168814	0.003129708
comp132601_c0_seq7	3.2282e-05	5.8195e-05	0.001092169	4.1962e-05	0.001333427	0.0022548	0.003080405	0.00168814	0.003129708
comp132601_c0_seq8	3.2282e-05	5.8195e-05	0.001092169	4.1962e-05	0.001333427	0.0022548	0.003080405	0.00168814	0.003129708
comp132624_c0_seq1	0.009448279	0.012851665	0.017532352	0.010688173	0.024679227	0.006006558	0.022418507	0.019038472	0.015793915
comp132624_c0_seq2	0.009448279	0.012851665	0.017532352	0.010688173	0.024679227	0.006006558	0.022418507	0.019038472	0.015793915
comp132630_c0_seq1	0.022728855	0.075358542	0.050613874	0.032216356	0.028865339	0.024263188	0.045621745	0.041247917	0.038295209
comp132630_c0_seq2	0.022728855	0.075358542	0.050613874	0.032216356	0.028865339	0.024263188	0.045621745	0.041247917	0.038295209
comp132635_c0_seq1	0.00238114	0.002975626	0.001084509	0.002661068	0.016460818	6.5357e-05	0.004729283	0.010430366	0.020780426
comp132653_c0_seq3	0.01373445	0.009772123	0.015257748	0.017359794	0.015680295	0.013493545	0.016806334	0.016815602	0.025922933
comp132664_c1_seq1	0.001510514	0.002059227	0.002343705	0.002333195	0.001778252	0.004508513	0.004733449	0.003041998	0.002609704
comp132664_c1_seq2	0.001510514	0.002059227	0.002343705	0.002333195	0.001778252	0.004508513	0.004733449	0.003041998	0.002609704
comp132672_c0_seq1	0.000835124	0.008317708	0.009688284	5.961e-05	0.00217678	5.1628e-05	0.003316748	0.003031172	0.003093981
comp132674_c0_seq1	0.184393295	0.136990569	0.176046229	0.178294037	0.184524083	0.12696696	0.182189227	0.189638017	0.171540734
comp132677_c0_seq1	0.002862406	0.001074534	6.368e-06	2.2225e-05	1.7688e-05	5.781e-06	7.001e-06	0	0.002244779
comp132690_c0_seq2	0.006726193	0.015206526	0.007224226	0.005839713	0.004319158	0.006415978	0.006140158	0.006077966	0.0064101
comp132690_c0_seq3	0.006726193	0.015206526	0.007224226	0.005839713	0.004319158	0.006415978	0.006140158	0.006077966	0.0064101
comp132704_c0_seq1	0.012699692	0.003089238	0.008316917	0.00976699	0.00797542	0.015365713	0.004506183	0.006201678	0.006441118
comp132704_c0_seq2	0.017741933	0.035965923	0.021440576	0.014232834	0.015393734	0.029757023	0.024629561	0.014750467	0.018460721
comp132704_c0_seq3	0.011701028	0.006628434	0.009439963	0.008170863	0.008875279	0.006766485	0.004979586	0.006074014	0.007018427
comp132713_c0_seq1	0.000169187	0.000209043	0.009279472	0.000439591	0.003601154	0.00719811	0.010655942	0.009839093	0.001388157
comp132717_c0_seq1	0.001560421	2.8336e-05	0.001383853	0.001092553	0.001854421	0.000661506	0.000564655	0.000860789	0.001787989
comp132717_c0_seq2	0.001560421	2.8336e-05	0.001383853	0.001092553	0.001854421	0.000661506	0.000564655	0.000860789	0.001787989
comp132721_c0_seq1	0.009643123	0.013128851	0.005273333	0.011506064	0.008156212	0.010074597	0.004868827	0.007973891	0.007823383
comp132721_c0_seq2	0.009643123	0.013128851	0.005273333	0.011506064	0.008156212	0.010074597	0.004868827	0.007973891	0.007823383
comp132721_c0_seq3	0.009643123	0.013128851	0.005273333	0.011506064	0.008156212	0.010074597	0.004868827	0.007973891	0.007823383
comp132731_c0_seq1	0.015836536	0.01494949	0.032834497	0.015887318	0.033417574	0.007372563	0.025134483	0.016683282	0.018776693
comp132745_c0_seq1	0.045557824	0.042306543	0.053765054	0.034112457	0.071178774	0.056879837	0.027758144	0.041989231	0.064513672
comp132745_c0_seq2	0.045557824	0.042306543	0.053765054	0.034112457	0.071178774	0.056879837	0.027758144	0.041989231	0.064513672
comp132751_c0_seq1	0.000602919	0.000212567	0.00041309	0.001896848	0.000721869	0.000258949	0.000907735	6.1853e-05	0.000606793
comp132751_c0_seq5	0.000602919	0.000212567	0.00041309	0.001896848	0.000721869	0.000258949	0.000907735	6.1853e-05	0.000606793
comp132754_c1_seq9	0.000490135	0.000658687	0.000394783	0.001542939	0.00041181	0.000158089	0.002047277	8.1038e-05	0.001902805
comp132759_c0_seq1	0.017395358	0.032721682	0.030995526	0.026264634	0.024792223	0.034682778	0.033467928	0.026221086	0.014163224
comp132777_c0_seq5	0.024168965	0.021223749	0.036251517	0.024148066	0.049098561	0.011065262	0.036776476	0.038569801	0.03274192
comp132777_c0_seq7	0.024168965	0.021223749	0.036251517	0.024148066	0.049098561	0.011065262	0.036776476	0.038569801	0.03274192
comp132777_c0_seq8	0.024168965	0.021223749	0.036251517	0.024148066	0.049098561	0.011065262	0.036776476	0.038569801	0.03274192
comp132777_c0_seq9	0.024168965	0.021223749	0.036251517	0.024148066	0.049098561	0.011065262	0.036776476	0.038569801	0.03274192
comp132795_c1_seq1	0.004927095	0.00175546	0.003826836	0.003985522	0.00671963	0.004414698	0.0057795	0.007445878	0.002791905
comp132810_c0_seq1	0.001320228	0.002191926	0.002274476	0.001580602	0.000617275	0.002718006	0.002454347	0	0.00127598061538462
comp132810_c1_seq1	0.00313531	0.003074543	0.005951925	0.001746632	0.001666895	0.003060496	0.001592222	0.002689961	0.000910937
comp132813_c0_seq1	0.009083667	0.005394241	0.017342752	0.023142746	0.005935431	0.008738328	0.011938673	0.019985192	0.009745971
comp132827_c0_seq1	0.011327898	0.00785855	0.010738023	0.008539997	0.006485319	0.009822234	0.008542808	0.008283119	0.006224637
comp132827_c0_seq2	0.011327898	0.00785855	0.010738023	0.008539997	0.006485319	0.009822234	0.008542808	0.008283119	0.006224637
comp132827_c0_seq3	0.011327898	0.00785855	0.010738023	0.008539997	0.006485319	0.009822234	0.008542808	0.008283119	0.006224637
comp132827_c0_seq4	0.011327898	0.00785855	0.010738023	0.008539997	0.006485319	0.009822234	0.008542808	0.008283119	0.006224637
comp132827_c1_seq1	0.002524286	0.007989834	0.010520489	0.010929335	0.00325024	0.007363947	0.003626155	0.013513132	0.002365859
comp132831_c0_seq1	0.061655726	0.128079068	0.132537975	0.096636813	0.053886042	0.051747887	0.089321053	0.101948389	0.058920447
comp132840_c0_seq2	0.065013607	0.0236406	0.025088341	0.098273682	0.048556835	0.058963147	0.035912554	0.063182049	0.105219576
comp132853_c0_seq1	0.007317021	6.6862e-05	0.005304247	0.003484212	0.002891852	0.005683131	0.003234826	0.003527496	0.003529569
comp132853_c0_seq2	0.007317021	6.6862e-05	0.005304247	0.003484212	0.002891852	0.005683131	0.003234826	0.003527496	0.003529569
comp132859_c0_seq1	0.119789588	0.958920788	1.181967654	1.026773027	0.611944177	0.176903393	1.561761543	1.254694325	0.908879305
comp132859_c0_seq2	0.362102213	0.492952621	0.879591951	1.455051829	0.193408974	0.772262147	0.45637741	0.977626153	1.360189585
comp132859_c0_seq3	0.362102213	0.492952621	0.879591951	1.455051829	0.193408974	0.772262147	0.45637741	0.977626153	1.360189585
comp132863_c0_seq3	0.012752014	0.018033361	0.01697204	0.017639878	0.019931664	0.013456737	0.009998329	0.018742161	0.015435659
comp132872_c0_seq1	0.003040154	0.001121506	0.001160227	0.003136123	0.002966719	0.001898441	0.001941895	0.005238728	0.001861301
comp132872_c0_seq2	0.003040154	0.001121506	0.001160227	0.003136123	0.002966719	0.001898441	0.001941895	0.005238728	0.001861301
comp132879_c0_seq2	0.091805852	0.020789373	0.064565311	0.097904469	0.061769001	0.097180451	0.063325109	0.064908983	0.056422233
comp132879_c0_seq3	0.133145559	0.041740469	0.106045347	0.138951286	0.098127313	0.129579084	0.090493708	0.101152188	0.095250345
comp132879_c0_seq4	0.133145559	0.041740469	0.106045347	0.138951286	0.098127313	0.129579084	0.090493708	0.101152188	0.095250345
comp132880_c1_seq1	0.010711457	0.052353601	0.013655323	0.017719459	0.006053488	0.007999321	0.021544586	0.027184404	0.025849467
comp132885_c0_seq1	0.033888769	0.036186274	0.06580681	0.02829377	0.051862224	0.021541715	0.039964746	0.042069183	0.026678419
comp132885_c1_seq1	0.004183532	3.1507e-05	0.012499593	0.006540586	0.013761137	0.000187302	0.013723236	0.014558315	0.00353405
comp132885_c1_seq2	0.020900336	0.016453359	0.054473498	0.027512139	0.043837269	0.017499139	0.04360186	0.04474833	0.022959325
comp132898_c0_seq1	0.050010738	0.032566895	0.033101318	0.043300891	0.033074692	0.052949808	0.055678402	0.018059772	0.051768899
comp132898_c0_seq2	0.050010738	0.032566895	0.033101318	0.043300891	0.033074692	0.052949808	0.055678402	0.018059772	0.051768899
comp132913_c0_seq1	0.006829635	0.007353236	0.006534093	0.004726781	0.003880889	0.003244819	0.006628131	0.006575781	0.006091215
comp132913_c0_seq2	0.006829635	0.007353236	0.006534093	0.004726781	0.003880889	0.003244819	0.006628131	0.006575781	0.006091215
comp132914_c0_seq1	0.023479227	0.026319338	0.022788087	0.020356683	0.015888208	0.025597546	0.016051016	0.018897699	0.013069957
comp132922_c0_seq1	0.003126962	0.041502266	0.005721586	0.012685342	0.004826267	0.005156583	0.002622717	0.010008961	0.017554357
comp132922_c0_seq2	0.003126962	0.041502266	0.005721586	0.012685342	0.004826267	0.005156583	0.002622717	0.010008961	0.017554357
